,id,year,release_years,movieLength,rating_kp,ageRating,votes_kp,budget,audience_count,fees_russia,sequelsAndPrequels,ticketsOnSale,actor,designer,writer,producer,operator,director,composer,editor,type_movie,num_actors,num_countries,num_genres,is_sequel,is_adult
17928,161139,2006,2022.5,97.0,6.914,18.0,12149,0.0,27230.0,300000.0,0,False,2,1,1,36,10,3,12,17,True,19,1,1,0,1
17929,421360,2009,2022.5,118.0,6.152,18.0,10485,0.0,1794.0,10063.0,0,False,3,9,5,17,17,7,374,26,True,28,1,2,0,1
17930,279229,2008,2022.5,100.0,6.912,18.0,12673,0.0,27230.0,49264.0,0,False,10,399,1,43,3,6,11,15,True,13,1,1,0,1
17931,86203,2006,2022.5,140.0,6.701,18.0,12291,0.0,27230.0,295000.0,0,False,1,2,4,84,5,4,3,3,True,32,1,5,0,1
17932,419573,2008,2022.5,95.0,6.211,18.0,13124,7000000.0,33594.0,188785.0,0,False,1,7,2,7,14,6,12,554,True,23,1,3,0,1
17933,447651,2009,2022.5,97.0,6.229,18.0,13165,0.0,9154.0,50752.0,0,False,1,399,3,36,11,6,5,3,True,43,1,2,0,1
17934,160898,2005,2022.5,90.0,6.944,18.0,15964,0.0,27230.0,715000.0,0,False,3,3,5,1,1,4,1,1,True,15,1,1,0,1
17937,466999,2009,2022.5,95.0,6.864,18.0,12243,0.0,23472.0,150149.0,0,False,4,9,5,13,16,6,11,26,True,50,1,2,0,1
17939,437403,2008,2022.5,100.0,7.172,18.0,17138,0.0,2467.0,7704.0,0,False,2,399,1,2,2,1,19,3,True,7,1,2,0,1
17940,103737,2005,2022.5,90.0,6.781,18.0,12835,2000000.0,27230.0,1025000.0,0,False,11,4,9,1,14,8,5,6,True,16,1,1,0,1
17941,84464,2005,2022.5,105.0,6.011,18.0,13858,0.0,27230.0,820000.0,1,False,18,3,5,84,4,2,1,5,True,45,1,2,1,1
17942,254977,2006,2022.5,80.0,6.423,18.0,14627,0.0,27230.0,289000.0,0,False,11,6,3,20,12,5,4,6,True,49,1,1,0,1
17943,432385,2009,2022.5,85.0,6.152,18.0,16030,1500000.0,9435.0,39710.0,0,False,6,9,2,1,10,4,4,1,True,8,1,3,0,1
17944,309394,2008,2022.5,93.0,6.683,18.0,12504,2000000.0,30214.0,273137.0,0,False,6,16,1,84,15,9,374,12,True,23,1,1,0,1
17946,407329,2008,2022.5,120.0,6.924,18.0,13420,0.0,2392.0,73350.0,0,False,5,5,12,2,19,8,1,21,True,27,1,2,0,1
17947,415097,2009,2022.5,107.0,6.019,18.0,14232,4000000.0,221537.0,626312.0,1,False,6,12,1,1,2,2,2,1,True,49,2,4,1,1
17950,208895,2006,2022.5,95.0,3.702,18.0,13557,2500000.0,1062323.0,4890521.0,0,False,1,1,1,1,6,3,2,3,True,18,1,1,0,1
17951,41225,2003,2022.5,113.0,7.053,18.0,19926,0.0,27230.0,149050.0,0,False,9,1,14,4,3,1,4,6,True,15,1,2,0,1
17954,271697,2008,2022.5,95.0,1.552,18.0,14439,2000000.0,235563.0,1535800.0,1,False,2,399,1,1,2,2,6,23,True,16,1,1,1,1
17955,81422,2004,2022.5,95.0,6.152,12.0,24057,600000.0,27230.0,72500.0,0,False,3,6,1,1,4,1,2,554,True,16,1,1,0,0
17957,178768,2005,2022.5,94.0,6.372,0.0,19920,0.0,27230.0,370000.0,0,False,1,399,1,8,1,1,1,554,True,36,1,3,0,0
17959,161069,2006,2022.5,108.0,4.388,18.0,16345,5000000.0,3930.0,4130000.0,0,False,5,12,1,2,5,4,26,3,True,38,1,4,0,1
17960,252062,2005,2022.5,112.0,7.344,12.0,19891,0.0,27230.0,40000.0,0,False,1,7,5,7,14,6,374,8,True,45,1,1,0,0
17961,258128,2007,2022.5,87.0,6.824,18.0,17914,0.0,430482.0,3245500.0,0,False,1,1,5,1,8,4,3,21,True,36,1,3,0,1
17962,424962,2008,2022.5,73.0,6.152,12.0,15557,0.0,31900.0,190411.0,0,False,2,11,4,9,22,4,3,6,True,22,1,1,0,0
17965,464941,2009,2022.5,97.0,2.682,18.0,16626,0.0,37985.0,197835.0,0,False,11,3,4,10,1,4,8,12,True,50,1,2,0,1
17968,280546,2006,2022.5,96.0,7.791,18.0,25255,0.0,27230.0,37900.0,0,False,3,399,7,36,22,4,8,17,True,24,1,1,0,1
17972,81319,2004,2022.5,154.0,7.677,18.0,21497,0.0,27230.0,139000.0,0,False,1,1,1,4,6,2,1,1,True,19,2,3,0,1
17973,161100,2006,2022.5,95.0,6.152,18.0,19955,1100000.0,27230.0,1633500.0,1,False,1,8,7,10,19,2,6,20,True,24,1,1,1,1
17974,85127,2004,2022.5,85.0,6.717,18.0,20026,2500000.0,27230.0,325896.0,0,False,2,1,1,84,5,1,374,23,True,17,1,2,0,1
17975,409027,2008,2022.5,80.0,6.308,18.0,23072,0.0,742.0,124300.0,0,False,11,6,1,20,14,8,5,6,True,16,2,2,0,1
17977,277555,2006,2022.5,100.0,7.643,12.0,26804,0.0,27230.0,117000.0,0,False,1,1,2,8,10,2,1,554,True,15,1,1,0,0
17978,460572,2009,2022.5,110.0,6.239,18.0,26648,0.0,8417.0,50656.0,0,False,1,2,12,36,6,6,374,554,True,37,1,3,0,1
17979,423006,2009,2022.5,100.0,4.643,18.0,25783,1500000.0,792257.0,4202917.0,0,False,3,3,2,36,10,3,5,554,True,26,1,1,0,1
17980,261359,2006,2022.5,92.0,6.098,18.0,25898,0.0,213487.0,1089400.0,1,False,11,5,3,5,6,3,374,554,True,35,1,2,1,1
17981,257772,2007,2022.5,105.0,4.149,18.0,28709,400000000.0,1412062.0,8035021.0,0,False,3,2,2,5,4,4,5,14,True,22,1,2,0,1
17982,197352,2006,2022.5,109.0,6.916,18.0,28358,0.0,27230.0,7500.0,0,False,1,1,2,2,5,2,10,1,True,50,3,3,0,1
17983,274321,2007,2022.5,82.0,5.948,18.0,30161,0.0,27230.0,87000.0,0,False,1,2,5,84,2,4,3,15,True,29,1,2,0,1
17984,277327,2007,2022.5,140.0,6.013,18.0,35775,12000000.0,996492.0,5784877.0,0,False,1,2,5,5,10,4,12,11,True,50,1,2,0,1
17985,394412,2008,2022.5,111.0,6.152,18.0,32215,6000000.0,278611.0,1569400.0,0,False,2,1,2,10,1,3,6,17,True,21,1,1,0,1
17987,450184,2009,2022.5,115.0,6.749,18.0,47331,4500000.0,4570.0,1630907.0,0,False,1,3,3,3,4,2,25,2,True,50,1,2,0,1
17988,281769,2007,2022.5,96.0,7.392,18.0,50199,0.0,170000.0,883400.0,0,False,2,7,1,7,4,6,4,554,True,24,1,3,0,1
17990,208105,2004,2022.5,94.0,7.603,18.0,40148,0.0,27230.0,80000.0,0,False,2,1,4,2,9,3,1,554,True,21,1,1,0,1
17992,276314,2007,2022.5,90.0,4.721,18.0,35733,10000000.0,524905.0,2754691.0,1,False,18,399,2,8,9,3,2,554,True,11,1,3,1,1
17993,79882,2004,2022.5,105.0,7.341,18.0,43266,2500000.0,3004.0,120000.0,0,False,26,12,3,5,12,4,6,5,True,33,1,3,0,1
17994,259281,2007,2022.5,109.0,3.634,18.0,43081,5000000.0,1002874.0,6011000.0,0,False,11,2,2,10,6,3,374,6,True,12,1,1,0,1
17995,80740,2004,2022.5,94.0,6.152,18.0,48287,3500000.0,27230.0,700000.0,0,False,7,5,1,2,3,1,2,8,True,47,1,1,0,1
17996,252125,2005,2022.5,92.0,6.808,18.0,48845,0.0,27230.0,35000.0,0,False,1,399,4,36,3,3,11,554,True,50,1,1,0,1
17997,81203,2005,2022.5,110.0,6.828,18.0,52689,1800000.0,3779.0,2180000.0,0,False,11,3,1,10,9,6,6,7,True,46,1,3,0,1
17998,81371,2006,2022.5,136.0,4.326,18.0,48502,10000000.0,4140817.0,20015075.0,1,False,1,3,3,10,11,6,12,554,True,50,1,3,1,1
18000,279165,2009,2022.5,95.0,7.154,18.0,44936,3700000.0,27230.0,69948.0,0,False,6,6,2,1,9,2,1,2,True,50,1,2,0,1
18001,80774,2004,2022.5,105.0,7.174,18.0,57667,3300000.0,6182.0,2011837.0,0,False,9,3,3,11,10,3,15,21,True,29,2,1,0,1
18002,397498,2008,2022.5,70.0,6.735,12.0,60070,0.0,521246.0,2586097.0,0,False,19,1,1,7,185,1,13,24,False,11,1,4,0,0
18003,278156,2007,2022.5,103.0,7.154,18.0,54394,1700000.0,220638.0,1364720.0,0,False,2,14,7,36,6,7,26,12,True,32,1,1,0,1
18004,422939,2008,2022.5,100.0,6.716,18.0,52785,0.0,167154.0,755463.0,0,False,1,399,4,1,6,4,374,5,True,11,1,1,0,1
18005,395423,2008,2022.5,105.0,7.089,18.0,59371,3000000.0,385268.0,2401660.0,0,False,26,14,15,10,1,13,1,5,True,26,1,2,0,1
18006,40966,2003,2022.5,88.0,7.686,18.0,57971,0.0,27230.0,672000.0,0,False,2,1,3,20,14,8,374,6,True,20,1,2,0,1
18007,7967,2002,2022.5,100.0,7.669,18.0,58907,4000000.0,70276.0,310827.0,1,False,1,6,4,84,5,4,3,3,True,16,1,3,1,1
18008,104984,2007,2022.5,88.0,4.709,18.0,55321,10000000.0,1009412.0,4965266.0,1,False,18,399,2,8,9,3,2,554,True,22,1,3,1,1
18009,271732,2006,2022.5,95.0,4.212,12.0,55076,1400000.0,3036000.0,15710000.0,0,False,2,3,2,14,22,4,374,21,True,49,1,2,0,0
18010,105013,2007,2022.5,133.0,6.269,18.0,63390,6000000.0,2506120.0,11771900.0,2,False,7,1,6,2,9,6,25,17,True,50,1,4,1,1
18011,461862,2009,2022.5,86.0,6.996,18.0,58899,0.0,10528.0,57517.0,0,False,1,399,5,17,1,3,374,20,True,12,1,1,0,1
18012,41149,2001,2022.5,80.0,6.152,18.0,68422,0.0,27230.0,50780.0,0,False,9,16,3,1,3,3,18,1,True,40,1,1,0,1
18013,41360,2002,2022.5,97.0,7.906,18.0,82150,1300000.0,3032.0,809619.0,0,False,9,3,6,10,7,6,12,3,True,45,1,5,0,1
18014,38795,2002,2022.5,128.0,7.305,18.0,74099,5000000.0,113718.0,1112465.0,0,False,7,1,6,2,3,8,5,2,True,50,3,2,0,1
18015,260338,2006,2022.5,112.0,6.152,18.0,75004,1000000.0,153613.0,783606.0,0,False,1,2,3,36,9,13,1,10,True,27,1,3,0,1
18016,256503,2006,2022.5,98.0,7.065,18.0,78786,0.0,27230.0,3214998.0,0,False,3,12,2,2,3,5,5,3,True,33,1,3,0,1
18017,94111,2005,2022.5,127.0,7.409,18.0,80430,4000000.0,6694.0,7445000.0,2,False,3,5,2,5,17,4,2,2,True,37,1,3,1,1
18018,178722,2006,2022.5,104.0,7.158,18.0,83841,0.0,27230.0,1090000.0,0,False,8,16,7,84,12,8,2,12,True,21,1,2,0,1
18019,252099,2006,2022.5,95.0,7.165,18.0,70038,0.0,787.0,205000.0,0,False,4,399,5,12,3,8,7,21,True,20,1,1,0,1
18020,41239,2003,2022.5,114.0,8.044,12.0,97462,0.0,27230.0,604071.0,0,False,10,7,3,7,4,6,4,8,True,35,1,1,0,0
18021,40893,2000,2022.5,73.0,6.997,18.0,89397,0.0,27230.0,65062.0,5,False,2,399,4,10,6,4,1,554,True,14,1,1,1,1
18022,81485,2005,2022.5,132.0,6.589,18.0,86274,3500000.0,8194.0,7200000.0,2,False,7,8,6,1,9,4,25,17,True,50,1,3,1,1
18024,430602,2009,2022.5,88.0,6.279,18.0,77638,3500000.0,1927874.0,9124151.0,2,False,2,1,3,9,11,13,8,11,True,50,2,3,1,1
18025,396473,2008,2022.5,99.0,2.549,18.0,97188,3000000.0,1593812.0,9713500.0,1,False,11,2,3,9,11,13,8,11,True,50,1,2,1,1
18027,257774,2008,2022.5,115.0,4.327,18.0,99861,36500000.0,3633714.0,21838109.0,1,False,2,1,2,17,22,6,44,21,True,50,1,2,1,1
18028,84675,2007,2022.5,126.0,7.164,18.0,137527,18000000.0,1126452.0,6504128.0,0,False,1,1,5,2,1,4,5,1,True,30,3,6,0,1
18029,161085,2006,2022.5,92.0,6.305,18.0,131766,0.0,8975.0,1423500.0,0,False,1,1,1,7,3,1,1,554,True,37,1,4,0,1
18030,103370,2006,2022.5,78.0,7.297,12.0,168854,0.0,27230.0,5399340.0,0,False,19,2,1,1,1,1,2,2,False,19,1,6,0,0
18031,222809,2007,2022.5,153.0,7.735,18.0,152416,2500000.0,1041709.0,6820000.0,0,False,10,2,4,11,17,4,15,2,True,33,1,5,0,1
18032,398099,2008,2022.5,107.0,7.205,18.0,150959,3600000.0,79346.0,766075.0,0,False,5,9,1,84,14,8,374,12,True,36,1,1,0,1
18033,50946,2003,2022.5,82.0,7.408,6.0,176700,2500000.0,185265.0,569837.0,0,False,1,1,13,84,2,4,7,1,False,14,1,4,0,0
18034,252063,2006,2022.5,86.0,7.138,12.0,162031,1100000.0,1679000.0,7330000.0,0,False,1,9,1,14,10,5,3,7,True,24,1,2,0,0
18035,280938,2008,2022.5,124.0,7.058,18.0,147023,20000000.0,5339833.0,34518207.0,0,False,26,15,5,7,14,7,10,1,True,50,1,2,0,1
18036,79883,2006,2022.5,115.0,6.149,18.0,174737,5000000.0,34192.0,13000000.0,1,False,9,14,1,84,14,6,10,26,True,50,1,2,1,1
18037,79925,2005,2022.5,132.0,6.111,18.0,164320,4200000.0,7407856.0,31965087.0,1,False,26,1,3,1,18,9,44,3,True,50,1,3,1,1
18038,161104,2009,2022.5,131.0,6.631,18.0,168679,15700000.0,536223.0,17040803.0,2,False,2,6,3,5,4,3,2,3,True,50,1,4,1,1
18039,402979,2008,2022.5,98.0,7.693,18.0,169405,4000000.0,748174.0,5731700.0,2,False,1,399,10,4,6,14,374,554,True,33,1,1,1,1
18040,41431,2002,2022.5,120.0,8.136,18.0,238628,0.0,3476.0,780213.0,0,False,11,16,7,84,12,8,5,2,True,50,1,4,0,1
18041,309408,2007,2022.5,125.0,7.944,18.0,204152,0.0,942956.0,6149746.0,3,False,8,399,10,1,3,3,1,554,True,50,1,1,1,1
18042,79850,2004,2022.5,115.0,6.246,18.0,284134,4200000.0,4352437.0,16239819.0,1,False,26,4,3,10,18,9,44,3,True,50,1,4,1,1
18043,252022,2007,2022.5,80.0,7.269,0.0,286667,2000000.0,1842914.0,9739679.0,11,False,2,5,5,84,7,4,7,24,False,18,1,4,1,0
18045,147818,2006,2022.5,68.0,7.631,0.0,281960,4500000.0,5665.0,3620000.0,11,False,2,7,1,84,2,4,7,24,False,10,1,5,1,0
18046,57166,2003,2022.5,110.0,7.072,18.0,420955,700000.0,21174.0,1670000.0,1,False,9,14,7,4,1,6,10,26,True,50,1,2,1,1
18047,41381,2001,2022.5,118.0,6.152,18.0,347376,5052780.0,27230.0,101376.0,1,False,11,2,1,1,5,1,1,15,True,48,2,5,1,1
18048,41520,2000,2022.5,127.0,8.261,18.0,1242367,1500000.0,148697.0,1080000.0,1,False,1,9,7,1,12,8,5,2,True,50,2,2,1,1
18049,417840,2009,2022.5,113.0,7.098,12.0,315210,5000000.0,3451684.0,17566040.0,0,False,19,12,1,7,6,4,10,554,True,48,1,3,0,0
18050,81041,2004,2022.5,79.0,7.948,12.0,542395,4000000.0,627788.0,1730000.0,11,False,4,7,5,84,7,3,7,24,False,11,1,7,1,0
18051,259251,2007,2022.5,90.0,6.762,18.0,391301,0.0,20383.0,570000.0,0,False,2,16,7,84,14,8,374,12,True,37,1,2,0,1
18052,84674,2005,2022.5,139.0,6.812,18.0,419978,6700000.0,5999086.0,25555809.0,0,False,9,12,14,7,22,6,5,21,True,39,3,4,0,1
18053,84830,2005,2022.5,111.0,7.279,18.0,522173,0.0,27230.0,4180000.0,0,False,3,16,7,2,9,8,5,12,True,39,1,2,0,1
18187,260908,2006,2022.5,105.0,6.023,18.0,2942,0.0,27230.0,175000.0,0,False,2,1,1,3,185,1,374,554,True,13,1,1,0,1
18202,404918,2008,2022.5,76.0,8.018,16.0,6768,0.0,27230.0,149243.0,0,False,1,399,85,5,19,4,3,1,True,2,1,2,0,0
18208,425976,2008,2022.5,80.0,6.362,18.0,1335,1000000.0,1170.0,6441.0,0,False,2,399,1,1,13,6,1,554,True,18,1,3,0,1
19010,417772,2008,2022.5,91.0,6.016,16.0,725,1000000.0,27230.0,22902.0,0,False,3,399,1,1,1,1,25,1,True,10,1,1,0,0
19179,414930,2009,2022.5,75.0,2.634,6.0,4976,0.0,287137.0,1602789.0,1,False,3,399,3,11,185,3,5,554,False,19,1,2,1,0
19180,427887,2009,2022.5,124.0,7.394,18.0,39386,0.0,320369.0,1708837.0,0,False,10,5,1,1,10,4,12,2,True,49,1,2,0,1
19181,433033,2008,2022.5,89.0,5.796,16.0,3749,0.0,8970.0,41711.0,0,False,1,399,3,9,4,3,374,1,True,3,1,1,0,0
19182,259876,2008,2022.5,110.0,6.827,18.0,222094,75000000.0,18733780.0,26388590.0,1,False,1,1,1,1,1,9,1,1,True,34,3,4,1,1
19186,406141,2008,2022.5,83.0,7.123,18.0,94620,3200000.0,981267.0,3877492.0,0,False,7,5,1,7,15,3,2,9,True,50,1,2,0,1
19192,433763,2009,2022.5,85.0,5.443,16.0,1510,1500000.0,204843.0,625902.0,0,False,1,4,1,1,8,1,5,3,True,28,1,2,0,0
19194,451300,2009,2022.5,105.0,6.398,16.0,2799,0.0,38261.0,246119.0,0,False,3,12,1,1,7,1,15,24,True,32,1,2,0,0
19196,416089,2009,2022.5,80.0,2.866,18.0,78318,10000000.0,2684974.0,12845918.0,2,False,1,399,2,1,3,3,1,8,True,48,1,1,1,1
19203,271753,2006,2022.5,105.0,6.709,12.0,9268,0.0,27230.0,35000.0,0,False,19,399,2,1,12,2,18,9,True,50,1,3,0,0
19206,450327,2008,2022.5,130.0,7.607,16.0,5124,0.0,16238.0,89068.0,0,False,4,2,12,2,2,2,374,554,True,50,1,1,0,0
19207,277385,2007,2022.5,106.0,6.152,18.0,102752,4500000.0,4611109.0,27587835.0,2,False,4,2,1,1,6,6,44,1,True,50,1,1,1,1
19213,260315,2008,2022.5,115.0,7.205,16.0,175467,5000000.0,1245174.0,8228500.0,1,False,14,1,4,1,5,2,18,23,True,36,1,5,1,0
19214,401153,2007,2022.5,87.0,5.786,0.0,12670,0.0,260102.0,1875000.0,0,False,11,4,15,9,13,2,3,554,True,32,1,1,0,0
19217,208024,2006,2022.5,105.0,5.509,18.0,7047,0.0,5155.0,1425000.0,0,False,19,8,3,3,6,5,6,5,True,18,1,3,0,1
19220,41010,2002,2022.5,114.0,6.371,18.0,35731,5000000.0,27230.0,340312.0,2,False,18,1,1,8,9,6,374,1,True,47,1,2,1,1
19223,271819,2007,2022.5,117.0,5.569,16.0,21314,2500000.0,830990.0,4684165.0,0,False,4,16,3,2,12,4,1,21,True,50,1,2,0,0
19225,41243,2003,2022.5,135.0,5.922,12.0,3023,0.0,27230.0,61232.0,0,False,1,2,2,1,5,2,1,554,True,20,1,3,0,0
19227,103471,2004,2022.5,126.0,6.337,18.0,7004,0.0,2289.0,4000.0,0,False,1,399,2,7,17,1,374,2,True,15,2,3,0,1
19233,256530,2006,2022.5,74.0,6.625,18.0,11181,0.0,14798.0,520000.0,0,False,1,2,4,2,22,4,3,2,True,28,1,3,0,1
19235,450220,2009,2022.5,80.0,6.535,18.0,11738,0.0,8682.0,49110.0,0,False,6,16,2,4,15,9,374,12,True,45,1,1,0,1
19236,271503,2007,2022.5,90.0,3.998,16.0,5591,5000000.0,261590.0,1412587.0,0,False,6,399,2,4,6,3,4,6,True,27,1,3,0,0
19241,325465,2007,2022.5,90.0,7.062,16.0,5726,0.0,27230.0,98811.0,0,False,8,5,1,1,10,1,5,6,True,17,1,1,0,0
19242,395410,2007,2022.5,105.0,6.152,16.0,7602,0.0,281228.0,1501283.0,0,False,1,1,3,6,17,5,4,10,True,37,1,1,0,0
19243,309200,2009,2022.5,110.0,2.769,18.0,19666,5000000.0,637065.0,2535164.0,3,False,3,3,1,1,1,1,5,554,True,46,1,2,1,1
19249,225011,2007,2022.5,150.0,7.337,18.0,27332,4500000.0,25533.0,330900.0,0,False,8,7,4,2,13,5,3,8,True,18,1,2,0,1
19250,460405,2009,2022.5,77.0,5.938,16.0,24113,2000000.0,415593.0,2238101.0,0,False,4,7,15,9,22,1,2,10,True,27,1,2,0,0
19251,407285,2009,2022.5,119.0,6.936,18.0,49957,15000000.0,805029.0,5270016.0,0,False,3,9,1,9,1,8,2,6,True,42,1,2,0,1
19252,81339,2004,2022.5,105.0,7.556,16.0,14377,0.0,1631.0,170000.0,0,False,8,16,4,5,17,4,26,554,True,41,1,1,0,0
19253,439906,2009,2022.5,100.0,6.152,0.0,134610,8000000.0,3351389.0,19680848.0,0,False,3,5,2,25,18,7,44,1,True,48,1,5,0,0
19256,41252,2003,2022.5,100.0,7.004,18.0,5911,0.0,10061.0,187954.0,0,False,1,4,5,17,17,7,1,26,True,15,1,3,0,1
19262,20872,2000,2022.5,134.0,6.723,18.0,11758,0.0,27230.0,420000.0,0,False,1,3,1,10,3,1,6,2,True,34,1,2,0,1
19267,107084,2006,2022.5,98.0,4.987,16.0,1882,0.0,37979.0,98500.0,0,False,1,1,1,1,2,2,2,1,True,48,2,2,0,0
19273,318349,2007,2022.5,95.0,6.791,12.0,2590,0.0,24595.0,64732.0,0,False,1,1,2,8,3,4,10,24,True,29,2,2,0,0
19275,432394,2009,2022.5,85.0,2.466,16.0,34292,1500000.0,858369.0,4133544.0,0,False,2,4,4,1,2,20,1,15,True,27,1,1,0,0
19277,399553,2008,2022.5,90.0,6.335,16.0,2984,0.0,18811.0,125981.0,0,False,1,11,4,8,9,12,13,21,True,30,1,1,0,0
19285,103561,2005,2022.5,90.0,6.152,16.0,440,0.0,75.0,2800.0,0,False,1,1,1,84,1,1,374,554,True,12,2,2,0,0
19317,326895,2009,2022.5,93.0,3.881,18.0,6949,12000000.0,161902.0,909438.0,0,False,1,20,1,1,1,2,1,2,True,50,2,3,0,1
19324,153029,2005,2022.5,70.0,4.763,16.0,615,20000000.0,27230.0,530000.0,0,False,1,8,1,13,7,1,3,26,True,9,1,3,0,0
19338,278155,2007,2022.5,82.0,7.025,16.0,3170,0.0,13177.0,195000.0,0,False,8,16,1,1,9,2,12,2,True,39,1,3,0,0
19359,104895,2005,2022.5,103.0,6.024,18.0,2876,0.0,1127.0,360000.0,0,False,26,7,8,9,13,8,1,2,True,23,2,2,0,1
19369,411777,2003,2022.5,104.0,6.343,12.0,619,0.0,27230.0,35000.0,0,False,1,1,1,2,1,1,374,554,True,22,1,2,0,0
19373,421439,2009,2022.5,87.0,5.822,16.0,1477,2000000.0,1667.0,8544.0,0,False,1,399,1,2,9,9,6,24,True,20,1,1,0,0
19378,257337,2006,2022.5,112.0,7.918,18.0,92992,1500000.0,60123.0,2600000.0,0,False,3,9,6,9,5,8,2,6,True,35,1,1,0,1
19389,252118,2005,2022.5,84.0,6.557,16.0,14592,0.0,27230.0,555000.0,0,False,2,1,1,1,2,1,25,554,True,38,1,2,0,0
19406,254773,2005,2022.5,91.0,6.647,12.0,389,0.0,27230.0,4500.0,0,False,1,2,1,1,5,3,1,554,True,10,1,2,0,0
19410,423032,2008,2022.5,105.0,6.118,16.0,2602,2500000.0,3710.0,18782.0,0,False,2,399,1,1,2,1,15,4,True,21,1,3,0,0
19417,257781,2006,2022.5,101.0,6.828,18.0,4769,0.0,27230.0,42500.0,0,False,10,9,5,17,17,7,374,26,True,35,1,2,0,1
19419,528181,2008,2022.5,86.0,1.167,0.0,3540,0.0,13041.0,33064.0,0,False,1,399,1,1,185,1,19,554,True,17,1,3,0,0
19423,251966,2005,2022.5,96.0,5.737,16.0,2156,0.0,27230.0,367000.0,0,False,10,1,8,1,9,6,1,15,True,25,1,2,0,0
19430,403478,2009,2022.5,89.0,6.152,16.0,1011,1000000.0,9962.0,54032.0,0,False,1,1,7,1,16,6,1,3,True,4,1,1,0,0
19433,252013,2004,2022.5,90.0,6.761,6.0,6269,0.0,315000.0,690000.0,0,False,11,1,1,1,185,1,2,1,False,11,1,1,0,0
19443,41312,2002,2022.5,96.0,7.627,16.0,12391,0.0,27230.0,128625.0,0,False,1,9,8,2,8,6,26,8,True,27,1,2,0,0
19449,395373,2008,2022.5,90.0,5.732,18.0,25081,2500000.0,804287.0,5129300.0,0,False,3,5,1,2,3,2,1,7,True,50,1,2,0,1
19454,397469,2008,2022.5,84.0,7.518,18.0,21970,0.0,50550.0,746648.0,0,False,3,4,3,9,10,5,6,10,True,16,1,2,0,1
19473,41014,2001,2022.5,105.0,5.972,16.0,2182,0.0,27230.0,61738.0,0,False,5,12,5,8,6,1,3,7,True,50,1,2,0,0
19489,414915,2008,2022.5,95.0,7.167,18.0,42191,0.0,27230.0,136078.0,0,False,5,399,1,1,10,1,3,1,True,13,1,2,0,1
19496,271514,2006,2022.5,113.0,6.101,16.0,1197,0.0,27230.0,20500.0,0,False,3,399,1,43,4,4,25,2,True,42,1,2,0,0
19501,256502,2006,2022.5,88.0,3.464,18.0,7623,0.0,27230.0,357500.0,0,False,1,1,1,43,3,1,1,554,True,10,1,2,0,1
19503,161128,2006,2022.5,137.0,6.369,16.0,4216,12000000.0,25000.0,151500.0,0,False,1,1,2,1,1,2,12,554,True,50,3,2,0,0
19507,275099,2006,2022.5,87.0,6.094,16.0,1743,0.0,53370.0,277524.0,0,False,2,399,1,2,185,5,374,554,True,15,1,2,0,0
19510,417841,2008,2022.5,120.0,6.787,16.0,2014,0.0,4340.0,22095.0,0,False,2,399,1,1,1,1,374,1,True,33,1,3,0,0
19521,84225,2005,2022.5,90.0,5.743,18.0,1986,0.0,27230.0,475000.0,0,False,5,399,5,5,7,2,374,554,True,23,1,1,0,1
19534,258851,2008,2022.5,125.0,6.071,16.0,464,0.0,18565.0,2400.0,1,False,1,1,1,1,1,1,1,1,True,25,5,1,1,0
19550,41947,2004,2022.5,108.0,7.696,12.0,142478,75000000.0,28355556.0,2310000.0,4,False,1,1,1,1,1,1,1,1,True,49,4,3,1,0
19555,390374,2008,2022.5,84.0,5.346,18.0,164,2000000.0,2335.0,3896.0,0,False,1,1,1,11,1,1,10,1,True,12,3,2,0,1
19611,397544,2009,2022.5,120.0,4.245,16.0,1659,10000000.0,269925.0,1208668.0,0,False,1,399,1,1,3,1,1,1,True,19,3,3,0,0
19624,397419,2007,2022.5,114.0,4.635,16.0,325,0.0,27230.0,8450.0,2,False,1,399,1,1,3,1,374,554,True,50,1,3,1,0
19635,79928,2004,2022.5,106.0,6.359,16.0,3818,3000000.0,27230.0,1340000.0,0,False,4,3,6,6,9,5,1,554,True,46,1,1,0,0
19652,411814,2005,2022.5,93.0,6.152,12.0,216,15000000.0,27230.0,8000.0,0,False,2,1,1,14,2,1,18,554,True,25,1,1,0,0
19678,429002,2008,2022.5,97.0,7.256,16.0,1417,2000000.0,2105.0,12633.0,0,False,1,1,3,2,2,1,1,1,True,10,4,1,0,0
19707,281294,2007,2022.5,124.0,6.546,16.0,2163,1500000.0,27230.0,72942.0,0,False,1,1,1,36,1,2,374,1,True,18,2,2,0,0
19710,194183,2005,2022.5,105.0,5.216,16.0,673,1500000.0,7577.0,25607.0,0,False,1,1,3,1,3,5,2,1,True,8,2,2,0,0
19711,409345,2008,2022.5,97.0,6.249,18.0,1296,0.0,27230.0,63030.0,0,False,1,399,1,12,18,4,374,554,True,15,1,1,0,1
19752,271699,2008,2022.5,98.0,4.388,16.0,788,5000000.0,7149.0,49861.0,0,False,2,2,3,2,2,1,1,15,True,34,1,2,0,0
19753,208100,2003,2022.5,92.0,5.929,12.0,170,0.0,27230.0,47014.0,0,False,1,3,1,1,2,5,25,554,True,11,1,1,0,0
19756,118774,2007,2022.5,102.0,6.718,16.0,326,2091778.0,49560.0,99127.0,0,False,1,1,6,1,2,1,44,1,True,50,3,3,0,0
